"URL","school","Term","Department","Course","book","author","editon","publisher","ISBN-13","ISBN-10","image link","is_required","price"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","Handbook of Personality: Theory and Research 4TH 21","John, Oliver P. / Robins, Richard W. (Eds.)","4TH 21","Guilford Press","978-1bogus-4625-5048-7","1-462bogus5-5048-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462550487.gif","Required","$62.25"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","MMPI-2: Assessing Personality and Psychopathology 5TH 12","Graham, John R.","5TH 12","Oxford University Press","978-0bogus-19-537892-4","0-19-bogus537892-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/019537892X.gif","Optional","$162.00"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","Essentials of PAI Assessment 2003","Morey, Leslie C.","2003","John Wiley & Sons, Inc.","978-0bogus-471-08463-1","0-471bogus-08463-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0471084638.gif","Optional","$49.50"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","Feedback that Sticks: The Art of Effectively Communicating Neuropsychological Assessment Results 2013","Postal, Karen Spangenberg","2013","Oxford University Press","978-0bogus-19-976569-0","0-19-bogus976569-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0199765693.gif","Optional","$65.75"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","Social Cognition and Object Relations Scale-Global Rating Method 2018","Stein, Michelle / Slavin-Mulford, Jenelle (Ed.)","2018","Routledge N. Y.","978-1bogus-138-63340-7","1-138bogus-63340-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M005415518.gif","Optional","$62.25"
,,"Spring 2024  • "," ","PSY 709 A DIAGNOSIS &TREATMENT OF A • ","Never Enough 2019","Grisel, Judith","2019","Doubleday & Co., Inc.","978-0bogus-385-54284-5","0-385bogus-54284-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0385542844.gif","Required","$18.25"
,,"Spring 2024  • "," ","PSY 710 A ADLERIAN THERAPY I INTRO • ","Early Recollections 2006","Mosak, Harold H.","2006","Routledge N. Y.","978-0bogus-415-95287-3","0-415bogus-95287-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415952875.gif","Required","$72.00"
,,"Spring 2024  • "," ","PSY 710 A ADLERIAN THERAPY I INTRO • ","Primer of Adlerian Psychology 1999","Mosak, Harold H. / Maniacci, Michael","1999","Brunner/Mazel, Inc.","978-1bogus-58391-003-0","1-583bogus91-003-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1583910034.gif","Required","$38.50$51.50"
,,"Spring 2024  • "," ","PSY 720 A COGNITIVE & BEHAVIORAL TH • ","Cognitive Behavior Therapy: Basics and Beyond 3RD 21","Beck, Judith S. / Beck, Aaron T.","3RD 21","Guilford Press","978-1bogus-4625-4419-6","1-462bogus5-4419-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002348725.gif","Required","$58.50"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Man's Search for Meaning - Gift Edition (REV)14","Frankl, Viktor E.","(REV)14","Beacon Press, Inc.","978-0bogus-8070-6010-0","0-807bogus0-6010-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0807060100.gif","Required","$17.75$23.50"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Theory and Treatment Planning in Counseling and Psychotherapy 2ND 16","Gehart, Diane R.","2ND 16","Cengage Learning","978-1bogus-305-08961-7","1-305bogus-08961-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305089618.gif","Required","$101.00$134.75"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Existential Therapy (Paperback) 2018","Van Deurzen, Emmy / Arnold-Baker, Claire","2018","Routledge N. Y.","978-1bogus-138-68710-3","1-138bogus-68710-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1138687103.gif","Required","$22.50"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Working at Relational Depth in Counselling and Psychotherapy 2ND 18","Mearns, Dave / Cooper, Mick","2ND 18","Sage Publications Ltd.(uk) (cc)","978-1bogus-5264-1691-9","1-526bogus4-1691-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M004319424.gif","Recommended","$37.50$23.73$26.70$29.66"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Gift of Therapy 2009","Yalom, Irvin","2009","Harpercollins Publishers (cc)","978-0bogus-06-229726-6","0-06-bogus229726-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0062297260.gif","Recommended","$11.00"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Feminist Therapy 2ND 18","Brown, Laura S.","2ND 18","American Psychological Association - APA","978-1bogus-4338-2911-6","1-433bogus8-2911-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1433829118.gif","Optional","$36.00"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Critical Psychology 2ND 09","Fox, Dennis R.","2ND 09","Sage Publications, Inc.","978-1bogus-84787-173-2","1-847bogus87-173-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1847871739.gif","Optional","$66.25"
,,"Spring 2024  • "," ","PSY 722 A HUM & EXIST THRPY APPROAC • ","Constructive Psychotherapy : A Practical Guide 2003","Mahoney, Michael J.","2003","Guilford Press","978-1bogus-57230-902-9","1-572bogus30-902-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1572309024.gif","Optional","$54.00"
,,"Spring 2024  • "," ","PSY 723 A COUPLE &FAMILY THERAPY AP • ","Socioculturally Attuned Family Therapy 2018","McDowell, Teresa / Knudson-Martin, Carmen / Bermudez, J. Maria","2018","Routledge N. Y.","978-1bogus-138-67821-7","1-138bogus-67821-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/113867821X.gif","Required","$85.50"
,,"Spring 2024  • "," ","PSY 723 A COUPLE &FAMILY THERAPY AP • ","Genograms: Assessment and Treatment 4TH 20","McGoldrick, Monica","4TH 20","W.W. Norton & Co.","978-0bogus-393-71404-3","0-393bogus-71404-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002345799.gif","Required","$32.50$43.25"
,,"Spring 2024  • "," ","PSY 723 A COUPLE &FAMILY THERAPY AP • ","Systems Theory in Action 2011","Smith-Acuna, Shelly","2011","John Wiley & Sons, Inc.","978-0bogus-470-47582-9","0-470bogus-47582-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/047047582X.gif","Required","$48.75"
,,"Spring 2024  • "," ","PSY 723 A COUPLE &FAMILY THERAPY AP • ","Introduction to Marriage and Family Therapy 2ND 15","Wetchler, Joseph L.","2ND 15","Haworth Press, Inc.","978-0bogus-415-71950-6","0-415bogus-71950-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/041571950X.gif","Required","$99.00"
,,"Spring 2024  • "," ","PSY 765 A NEUROPSYCHOLOGICL ASSESS • ","Neuropsychological Assessment 5TH 12","Lezak, Muriel Deutsch","5TH 12","Oxford University Press","978-0bogus-19-539552-5","0-19-bogus539552-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0195395522.gif","Required","$148.50$198.00"
,,"Spring 2024  • "," ","PSY 768 C DOCTORAL PRACTICUM &SEMIN • ","Publication Manual of the American Psychological Association (Paperback) 7TH 20","American Psychological Association","7TH 20","American Psychological Association - APA","978-1bogus-4338-3216-1","1-433bogus8-3216-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002303636.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","PSY 768 C DOCTORAL PRACTICUM &SEMIN • ","Case Conceptualization 2ND 20","Sperry, Len","2ND 20","Taylor & Francis Course Content Delivery","978-1bogus-00-007459-8","1-00-bogus007459-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M005085012.gif","Required","$45.25$26.93$31.82"
,,"Spring 2024  • "," ","PSY 768 C DOCTORAL PRACTICUM &SEMIN • ","Feedback that Sticks: The Art of Effectively Communicating Neuropsychological Assessment Results 2013","Postal, Karen Spangenberg","2013","Oxford University Press","978-0bogus-19-976569-0","0-19-bogus976569-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0199765693.gif","Optional","$65.75"
,,"Spring 2024  • "," ","PSY 768 C DOCTORAL PRACTICUM &SEMIN • ","Psychological Assessment: A Problem-Solving Approach 2015","Suhr, Julie A.","2015","Guilford Press","978-1bogus-4625-1958-3","1-462bogus5-1958-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/146251958X.gif","Optional","$46.75$62.25"
,,"Spring 2024  • "," ","PSY 768 C DOCTORAL PRACTICUM &SEMIN • ","Conducting Psychological Assessment: A Guide for Practitioners 2ND 21","Wright, A. Jordan","2ND 21","John Wiley & Sons, Inc.","978-1bogus-119-68722-1","1-119bogus-68722-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119687225.gif","Optional","$65.75"
,,"Spring 2024  • "," ","PSY 801 A PSYCHOANALYTIC APPROACHES • ","Publication Manual of the American Psychological Association (Paperback) 7TH 20","American Psychological Association","7TH 20","American Psychological Association - APA","978-1bogus-4338-3216-1","1-433bogus8-3216-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002303636.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","PSY 801 A PSYCHOANALYTIC APPROACHES • ","Braiding Sweetgrass 2013","Kimmerer, Robin Wall","2013","Milkweed Editions, Inc.","978-1bogus-57131-356-0","1-571bogus31-356-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1571313567.gif","Required","$13.50$18.00"
,,"Spring 2024  • "," ","PSY 801 A PSYCHOANALYTIC APPROACHES • ","Deliberate Practice in Psychodynamic... 2023","Levenson, Hanna","2023","American Psychological Association - APA","978-1bogus-4338-3673-2","1-433bogus8-3673-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M009208857.gif","Required","$39.75"
,,"Spring 2024  • "," ","PSY 801 A PSYCHOANALYTIC APPROACHES • ","Case Conceptualization 2ND 20","Sperry, Len","2ND 20","Taylor & Francis Course Content Delivery","978-1bogus-00-007459-8","1-00-bogus007459-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M005085012.gif","Optional","$45.25$26.93$31.82"
,,"Spring 2024  • "," ","PSY 805 A ADV C/A INTERVENTIONS • ",,,,,,,,,
,,"Summer 2022  • "," ","PSY 833 A SOCIAL PSYCHOLOGY • ","Predictably Irrational, Revised and Expanded 2009","Ariely, Dan","2009","HarperCollins Publishers","978-0bogus-06-135324-6","0-06-bogus135324-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0061353248.gif","Required","$13.50"
,,"Summer 2022  • "," ","PSY 833 A SOCIAL PSYCHOLOGY • ","Social Animal 12TH 18","Aronson, Elliot / Aronson, Joshua","12TH 18","Worth Publishers, Inc.","978-1bogus-4641-4418-9","1-464bogus1-4418-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1464144184.gif","Required","$78.50$104.75"
,,"Spring 2024  • "," ","PSY 833 A SOCIAL PSYCHOLOGY • ","Predictably Irrational, Revised and Expanded 2009","Ariely, Dan","2009","HarperCollins Publishers","978-0bogus-06-135324-6","0-06-bogus135324-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0061353248.gif","Required","$13.50"
,,"Spring 2024  • "," ","PSY 833 A SOCIAL PSYCHOLOGY • ","Social Animal 12TH 18","Aronson, Elliot / Aronson, Joshua","12TH 18","Worth Publishers, Inc.","978-1bogus-4641-4418-9","1-464bogus1-4418-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1464144184.gif","Required","$78.50$104.75"
,,"Spring 2024  • "," ","PSY 834 A HISTORY &SYSTEMS • ","Deep History of Ourselves: The Four-Billion-Year Story of How We Got Conscious Brains 2019","LeDoux, Joseph","2019","Viking","978-0bogus-7352-2383-7","0-735bogus2-2383-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M009273785.gif","Required","$20.25$27.00"
,,"Spring 2024  • "," ","PSY 910 A SUPERVISION &MANAGEMENT I • ","Clinical Supervision: A Competency-Based Approach 2004","Falender, Carol A. / Shafranske, Edward","2004","American Psychological Association - APA","978-1bogus-59147-119-6","1-591bogus47-119-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1591471192.gif","Required","$40.50"
,,"Spring 2024  • "," ","PSY 912 A PSYCHOPHARMACOLOGY • ","Julien's Primer of Drug Action 15TH 23","Julien, Robert M.","15TH 23","Worth Publishers, Inc.","978-1bogus-319-24486-6","1-319bogus-24486-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1319244866.gif","Required","$144.75"
,,"Spring 2024  • "," ","PSY 912 A PSYCHOPHARMACOLOGY • ","Medication Fact Book for Psychiatric Practice 6TH 22","Puzantian, Talia","6TH 22","Carlat Publishing","978-1bogus-73295-228-7","1-732bogus95-228-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M009230845.gif","Required","$81.00"
,,"Spring 2024  • "," ","CFTD 720 A ADVANCED CFT THEORY I • ","Invisible Loyalties 2014","Boszormenyi-Nagy, Ivan / Spark, Geraldine M.","2014","Routledge N. Y.","978-1bogus-138-00442-9","1-138bogus-00442-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1138004421.gif","Required","$72.00"
,,"Spring 2024  • "," ","CFTD 720 A ADVANCED CFT THEORY I • ","Family Evaluation: An Approach Based on Bowen Theory 1988","Kerr, Michael E. / Bowen, Murray","1988","W.W. Norton & Co.","978-0bogus-393-70056-5","0-393bogus-70056-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0393700569.gif","Required","$37.25"
,,"Spring 2024  • "," ","CFTD 720 A ADVANCED CFT THEORY I • ","Family Therapy Techniques 1981","Minuchin, Salvador","1981","Harvard University Press","978-0bogus-674-29410-3","0-674bogus-29410-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0674294106.gif","Required","$52.00$69.50"
,,"Spring 2024  • "," ","CFTD 720 A ADVANCED CFT THEORY I • ","Satir Model: Family Therapy and Beyond 1991","Banmen, John / Gerber, Jane / Gomori, Maria / Satir, Virginia M.","1991","Science & Behavior Books Inc.","978-0bogus-8314-0078-1","0-831bogus4-0078-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0831400781.gif","Required","$17.75$23.50"
,,"Spring 2024  • "," ","CFTD 720 A ADVANCED CFT THEORY I • ","Dancing With Family 1988","Whitaker, Carl A. / Bumberry, William M.","1988","Brunner/Mazel, Inc.","978-0bogus-87630-496-9","0-876bogus30-496-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/087630496X.gif","Required","$153.00"
,,"Spring 2024  • "," ","CFTD 722 A ADVANCED COUPLES • ","Helping Couples on the Brink of Divorce 2017","Doherty, William J.","2017","American Psychological Association - APA","978-1bogus-4338-2750-1","1-433bogus8-2750-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1433827506.gif","Required",""
,,"Spring 2024  • "," ","CFTD 722 A ADVANCED COUPLES • ","Emotionally Focused Therapy With African American Couples 2022","Guillory, Paul T.","2022","Vitalsource Rentals","","","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M006285256.gif","Required","$23.25"
,,"Spring 2024  • "," ","CFTD 722 A ADVANCED COUPLES • ","Sex Talks Latest","Vanessa Marin","Latest","Simon+schuster (cc)","978-1bogus-66800-002-1","1-668bogus00-002-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1668000016.gif","Required","$13.99"
,,"Spring 2024  • "," ","CFTD 722 A ADVANCED COUPLES • ","Heart of Couple Therapy: Knowing What to Do and How to Do It 2017","Wachtel, Ellen F. / Wachtel, Paul L.","2017","Guilford Press","978-1bogus-4625-2817-2","1-462bogus5-2817-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002120339.gif","Required","$76.50"
,,"Spring 2024  • "," ","COUN 518 A ADLERIAN THEORY &COUNSELI • ","Primer of Adlerian Psychology 2015","Mosak, Harold","2015","Routledge N. Y.","978-1bogus-138-13273-3","1-138bogus-13273-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/113813273X.gif","Required","$159.00"
,,"Spring 2024  • "," ","COUN 540 D GROUP COUNSELING • ","Group Dynamics in Sport 5TH 20","Eys, Mark","5TH 20","Fit Publishing","978-1bogus-940067-52-0","1-940bogus067-52-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M006505924.gif","Required","$46.00$61.25"
,,"Spring 2024  • "," ","COUN 540 D GROUP COUNSELING • ","Groups: Counseling Specialty 8TH 20","Gladding, Samuel T.","8TH 20","Pearson","978-0bogus-13-516689-5","0-13-bogus516689-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002256456.gif","Required","$89.00$118.50"
,,"Spring 2024  • "," ","COUN 625 A RESEARCH &PROGRAM EVALUAT • ","Publication Manual of the American Psychological Association (Paperback) 7TH 20","American Psychological Association","7TH 20","American Psychological Association - APA","978-1bogus-4338-3216-1","1-433bogus8-3216-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002303636.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","COUN 625 A RESEARCH &PROGRAM EVALUAT • ","",,,,,,,"",""
,,"Spring 2024  • "," ","COUN 629 ACLA CAREER DEVELOPMENT THEORI • ","Career Counseling 9TH 16","Zunker, Vernon G","9TH 16","Brooks/Cole Publishing Co.","978-1bogus-305-08728-6","1-305bogus-08728-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305087283.gif","Required","$176.00$234.75"
,,"Spring 2024  • "," ","MSHP 636 A BIOPSYCHOSOCIAL ASPECTS O • ","Performance Psychology (Hardback) 2016","Raab, Markus / Lobinger, Babett / Hoffmann, Sven / Pizzera, Alexandra (Eds.","2016","Academic Press, Inc.","978-0bogus-12-803377-7","0-12-bogus803377-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0128033770.gif","Required","$90.00"
,,"Spring 2024  • "," ","PSY 642 A DIVERSTIY & INDIVIDUAL DI • ","Race, Ethnicity, Gender, and Class 9TH 23","Healey, Joseph F.","9TH 23","Sage Publications, Inc.","978-1bogus-5443-8979-0","1-544bogus3-8979-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1544389795.gif","Required","$102.00$136.00"
,,"Spring 2024  • "," ","PSY 642 A DIVERSTIY & INDIVIDUAL DI • ","Meaning of Difference 7TH 16","Rosenblum, Karen","7TH 16","McGraw-Hill Publishing Company","978-0bogus-07-802702-4","0-07-bogus802702-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0078027020.gif","Required","$88.75$118.25"
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","DSM-5 Clinical Case Studies 2014","Barnhill, John W.","2014","American Psychiatric Press Inc.","978-1bogus-58562-463-8","1-585bogus62-463-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1585624632.gif","Required",""
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","Adult Psychopathology and Diagnosis 8TH 18","Beidel, Deborah C. / Frueh, B. Christopher","8TH 18","John Wiley & Sons, Inc.","978-1bogus-119-38360-4","1-119bogus-38360-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001981186.gif","Required","$89.75$119.75"
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","Trauma and Recovery 2015","Herman, Judith L.","2015","Basic Books, Inc.","978-0bogus-465-06171-6","0-465bogus-06171-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0465061710.gif","Required","$16.25"
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","Unquiet Mind: A Memoir of Moods and Madness 1995","Jamison, Kay Redfield","1995","Vintage Books","978-0bogus-679-76330-7","0-679bogus-76330-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679763309.gif","Required","$12.25"
,,"Spring 2024  • "," ","PSY 648 A PSYCHOPATHOLOGY II • ","Darkness Visible 1990","Styron, William","1990","Vintage Books","978-0bogus-679-73639-4","0-679bogus-73639-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679736395.gif","Required","$10.25"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","DSM-5 Clinical Case Studies 2014","Barnhill, John W.","2014","American Psychiatric Press Inc.","978-1bogus-58562-463-8","1-585bogus62-463-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1585624632.gif","Required",""
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","Adult Psychopathology and Diagnosis 8TH 18","Beidel, Deborah C. / Frueh, B. Christopher","8TH 18","John Wiley & Sons, Inc.","978-1bogus-119-38360-4","1-119bogus-38360-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001981186.gif","Required","$89.75$119.75"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","Trauma and Recovery 2015","Herman, Judith L.","2015","Basic Books, Inc.","978-0bogus-465-06171-6","0-465bogus-06171-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0465061710.gif","Required","$16.25"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","Unquiet Mind: A Memoir of Moods and Madness 1995","Jamison, Kay Redfield","1995","Vintage Books","978-0bogus-679-76330-7","0-679bogus-76330-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679763309.gif","Required","$12.25"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY II • ","Darkness Visible 1990","Styron, William","1990","Vintage Books","978-0bogus-679-73639-4","0-679bogus-73639-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679736395.gif","Required","$10.25"
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","DSM-5 Clinical Case Studies 2014","Barnhill, John W.","2014","American Psychiatric Press Inc.","978-1bogus-58562-463-8","1-585bogus62-463-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1585624632.gif","Required",""
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","Adult Psychopathology and Diagnosis 8TH 18","Beidel, Deborah C. / Frueh, B. Christopher","8TH 18","John Wiley & Sons, Inc.","978-1bogus-119-38360-4","1-119bogus-38360-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001981186.gif","Required","$89.75$119.75"
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","Trauma and Recovery 2015","Herman, Judith L.","2015","Basic Books, Inc.","978-0bogus-465-06171-6","0-465bogus-06171-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0465061710.gif","Required","$16.25"
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","Unquiet Mind: A Memoir of Moods and Madness 1995","Jamison, Kay Redfield","1995","Vintage Books","978-0bogus-679-76330-7","0-679bogus-76330-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679763309.gif","Required","$12.25"
,,"Spring 2024  • "," ","PSY 648 C PSYCHOPATHOLOGY II • ","Darkness Visible 1990","Styron, William","1990","Vintage Books","978-0bogus-679-73639-4","0-679bogus-73639-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0679736395.gif","Required","$10.25"
,,"Spring 2024  • "," ","PSY 659 B COMMUNITY PSYCHOLOGY • ","Community Psychology 3RD 12","Dalton, James H.","3RD 12","Wadsworth, Inc","978-1bogus-111-35257-8","1-111bogus-35257-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1111352577.gif","Required","$168.50"
,,"Spring 2024  • "," ","PSY 711 A ADLERIAN THERAPY II • ","Quest to Feel Good 2010","Rasmussen, Paul R.","2010","Routledge N. Y.","978-0bogus-415-96531-6","0-415bogus-96531-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415965314.gif","Required","$56.75"
,,"Spring 2024  • "," ","PSY 719 A MINDFULNESS MEDITATION • ","Guided Mindfulness Meditation - CD 2014","Kabat-Zinn, Jon","2014","Sounds True, Inc.","978-1bogus-62203-120-7","1-622bogus03-120-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1622031202.gif","Required","$27.00"
,,"Spring 2024  • "," ","PSY 719 A MINDFULNESS MEDITATION • ","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life - 10th Anniversary Edition (REV)05","Kabat-Zinn, Jon","(REV)05","Hyperion Books","978-1bogus-4013-0778-3","1-401bogus3-0778-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1401307787.gif","Required","$13.50"
,,"Spring 2024  • "," ","PSY 719 A MINDFULNESS MEDITATION • ","Clinician's Guide to Teaching Mindfulness 2015","Wolf, Christiane","2015","New Harbinger Publicatons","978-1bogus-62625-139-7","1-626bogus25-139-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1626251398.gif","Required","$54.00"
,,"Spring 2024  • "," ","PSY 719 A MINDFULNESS MEDITATION • ","Handbook of Mindfulness: Theory, Research, and Practice 2015","Brown, Kirk Warren / Creswell, J. David / Ryan, Richard M.","2015","Guilford Press","978-1bogus-4625-1890-6","1-462bogus5-1890-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462518907.gif","Optional","$66.25"
,,"Spring 2024  • "," ","PSY 723 B COUPLE & FAMILY THERAPY A • ","Family Therapy: Overview 9TH 17","Goldenberg, Irene / Stanton, Mark / Goldenberg, Herbert","9TH 17","Cengage Learning","978-1bogus-305-09296-9","1-305bogus-09296-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305092961.gif","Required","$176.00$234.75"
,,"Spring 2024  • "," ","PSY 723 B COUPLE & FAMILY THERAPY A • ","Practice of Emotionally Focused Couple Therapy: Creating Connection 3RD 19","Johnson, Susan M.","3RD 19","Routledge N. Y.","978-0bogus-8153-4801-6","0-815bogus3-4801-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002314013.gif","Required","$30.50$40.50"
